property_ID,locality_name,postal_code,type,subtype,price (€),number_of_bedrooms,living_area (m²),"equiped_kitchen (yes:1, no:0)","furnished (yes:1, no:0)","open_fire (yes:1, no:0)","terrace (yes:1, no:0)",terrace_area (m²),"garden (yes:1, no:0)",number_facades,"swimming_pool (yes:1, no:0)",state_of_building,province,price_per_m2,region,municipality
RBI57524,Mathilde Popeleu-?Erf 18,1500,Apartment,Apartment,266000,1,82,1,0,0,1,11,0,,0,New,Flemish-Brabant,3243.902439,Flanders,Halle
RBI57525,Mathilde Popeleu-?Erf 18,1500,Apartment,Apartment,267000,1,76,1,0,0,1,11,0,,0,New,Flemish-Brabant,3513.157895,Flanders,Halle
RBI57523,Mathilde Popeleu-?Erf 18,1500,Apartment,Apartment,263000,2,76,1,0,0,1,11,0,,0,New,Flemish-Brabant,3460.526316,Flanders,Halle
RBI57550,Mathilde Popeleu-?Erf 18,1500,Apartment,Apartment,375000,3,132,1,0,0,1,43,0,,0,New,Flemish-Brabant,2840.909091,Flanders,Halle
RBI57552,Mathilde Popeleu-?Erf 18,1500,Apartment,Apartment,378000,3,132,1,0,0,1,25,0,,0,New,Flemish-Brabant,2863.636364,Flanders,Halle
RBI57551,Mathilde Popeleu-?Erf 18,1500,Apartment,Apartment,385000,3,132,1,0,0,1,31,0,,0,New,Flemish-Brabant,2916.666667,Flanders,Halle
RBI57553,Mathilde Popeleu-?Erf 18,1500,Apartment,Apartment,389000,3,132,1,0,0,1,31,0,,0,New,Flemish-Brabant,2946.969697,Flanders,Halle
RBT82073,Pastoriestraat 1,1761,Apartment,Apartment,324900,2,90,1,0,0,1,25,0,2,0,New,Flemish-Brabant,3610,Flanders,Roosdaal
RBJ79308,Pastoriestraat 1,1761,Apartment,Apartment,339900,3,104,1,0,0,1,15,0,2,0,New,Flemish-Brabant,3268.269231,Flanders,Roosdaal
RBJ79313,Pastoriestraat 1,1761,Apartment,Apartment,349900,3,105,1,0,0,1,22,0,2,0,New,Flemish-Brabant,3332.380952,Flanders,Roosdaal
RBJ79312,Pastoriestraat 1,1761,Apartment,Apartment,349900,3,108,1,0,0,1,15,0,2,0,New,Flemish-Brabant,3239.814815,Flanders,Roosdaal
RBT09752,Krommestraat 24,1750,House,Residence,430154,4,173,1,0,0,1,12,1,3,0,,Flemish-Brabant,2486.439306,Flanders,Lennik
RBT09753,Krommestraat 22,1750,House,Residence,439986,4,173,1,0,0,1,23,1,2,0,,Flemish-Brabant,2543.271676,Flanders,Lennik
RBT09754,Krommestraat 20,1750,House,Residence,485608,4,191,1,0,0,1,27,1,2,0,,Flemish-Brabant,2542.450262,Flanders,Lennik
RBT09755,Krommestraat 18,1750,House,Residence,494626,4,192,1,0,0,1,33,1,2,0,,Flemish-Brabant,2576.177083,Flanders,Lennik
RBT09756,Krommestraat 16,1750,House,Residence,512842,4,200,1,0,0,1,33,1,2,0,,Flemish-Brabant,2564.21,Flanders,Lennik
RBH71696,Oude Brugstraat,1745,Apartment,Ground floor,375000,2,102,0,0,0,1,23,1,2,0,,Flemish-Brabant,3676.470588,Flanders,Opwijk
RBI74443,,1800,House,Residence,475000,3,153,0,0,0,1,21,1,3,0,,Flemish-Brabant,3104.575163,Flanders,Vilvoorde
VWD13306,Breemputstraat 9,1800,House,Residence,445000,3,210,1,0,0,1,,1,2,0,,Flemish-Brabant,2119.047619,Flanders,Vilvoorde
RBT07428,gentsesteenweg,1730,Apartment,Duplex,379000,2,122,0,0,0,1,11,0,3,0,,Flemish-Brabant,3106.557377,Flanders,Asse
RBT07427,gentsesteenweg,1730,Apartment,Duplex,399000,3,141,0,0,0,1,7,0,2,0,,Flemish-Brabant,2829.787234,Flanders,Asse
RBK38965,Gentsesteenweg,1730,House,Residence,429000,3,155,0,0,0,1,,1,2,0,New,Flemish-Brabant,2767.741935,Flanders,Asse
RBK38964,gentsesteenweg,1730,House,Residence,429000,3,170,0,0,0,1,,1,2,0,New,Flemish-Brabant,2523.529412,Flanders,Asse
RBK38963,Gentsesteenweg,1730,House,Residence,429000,3,170,0,0,0,1,,1,2,0,New,Flemish-Brabant,2523.529412,Flanders,Asse
RBK38962,Gentsesteenweg,1730,House,Residence,429000,3,170,0,0,0,0,,1,2,0,New,Flemish-Brabant,2523.529412,Flanders,Asse
RBT47761,Nijvelsesteenweg 8,1500,Apartment,Apartment,305000,1,70,1,0,0,1,6,0,,0,New,Flemish-Brabant,4357.142857,Flanders,Halle
RBT47760,Nijvelsesteenweg 8,1500,Apartment,Apartment,340000,1,83,1,0,0,1,6,0,,0,New,Flemish-Brabant,4096.385542,Flanders,Halle
RBT47763,Nijvelsesteenweg 8,1500,Apartment,Apartment,390000,2,96,1,0,0,1,10,0,,0,New,Flemish-Brabant,4062.5,Flanders,Halle
RBT47764,Nijvelsesteenweg 8,1500,Apartment,Apartment,395000,2,97,1,0,0,1,7,0,,0,New,Flemish-Brabant,4072.164948,Flanders,Halle
RBT47765,Nijvelsesteenweg 8,1500,Apartment,Apartment,545000,3,132,1,0,0,1,25,0,,0,New,Flemish-Brabant,4128.787879,Flanders,Halle
RBT10152,Wolvenstraat 3,1760,House,Residence,457357,3,150,1,0,0,1,,1,3,0,,Flemish-Brabant,3049.046667,Flanders,Roosdaal
RBT10153,Wolvenstraat 3,1760,House,Residence,493579,4,166,1,0,0,1,,1,3,0,,Flemish-Brabant,2973.36747,Flanders,Roosdaal
RBP35442,Kleine Snikbergstraat 36 B,1700,House,Residence,768000,3,188,1,0,0,1,,1,3,0,New,Flemish-Brabant,4085.106383,Flanders,Dilbeek
RBL59097,Kleine Snikbergstraat 36 B,1701,House,Residence,768000,3,188,1,0,0,1,,1,3,0,New,Flemish-Brabant,4085.106383,Flanders,Dilbeek
RBP35443,Kleine Snikbergstraat 36 A,1700,House,Residence,770000,3,185,1,0,0,1,,1,3,0,New,Flemish-Brabant,4162.162162,Flanders,Dilbeek
RBL59099,Kleine Snikbergstraat 36 A,1701,House,Residence,770000,3,185,1,0,0,1,,1,3,0,New,Flemish-Brabant,4162.162162,Flanders,Dilbeek
RBL59095,Kleine Snikbergstraat 36 D,1701,House,Residence,555000,4,158,1,0,0,1,,1,3,0,New,Flemish-Brabant,3512.658228,Flanders,Dilbeek
RBL59096,Kleine Snikbergstraat 36 C,1701,House,Residence,575000,4,178,1,0,0,1,,1,3,0,New,Flemish-Brabant,3230.337079,Flanders,Dilbeek
RBI48399,Broekstraat x,1745,House,Residence,414000,3,148,0,0,0,0,,1,2,0,New,Flemish-Brabant,2797.297297,Flanders,Opwijk
RBI48400,Broekstraat x,1745,House,Residence,437600,3,148,0,0,0,0,,1,3,0,New,Flemish-Brabant,2956.756757,Flanders,Opwijk
RBI48402,Broekstraat x,1745,House,Residence,482000,3,159,0,0,0,0,,1,3,0,New,Flemish-Brabant,3031.446541,Flanders,Opwijk
RBI48401,Broekstraat x,1745,House,Residence,547989,3,159,0,0,0,0,,1,3,0,New,Flemish-Brabant,3446.471698,Flanders,Opwijk
VBC44988,,1930,Apartment,Apartment,348600,2,84,0,0,0,1,6,1,,0,New,Flemish-Brabant,4150,Flanders,Zaventem
VBC44991,,1930,Apartment,Apartment,366450,2,84,0,0,0,1,6,1,,0,New,Flemish-Brabant,4362.5,Flanders,Zaventem
VBC44985,,1930,Apartment,Apartment,325000,2,84,0,0,0,1,6,1,,0,New,Flemish-Brabant,3869.047619,Flanders,Zaventem
VBC44986,,1930,Apartment,Apartment,346000,2,83,0,0,0,1,12,1,,0,New,Flemish-Brabant,4168.674699,Flanders,Zaventem
VBC44989,,1930,Apartment,Apartment,365000,2,83,0,0,0,1,12,1,,0,New,Flemish-Brabant,4397.590361,Flanders,Zaventem
VBC44984,,1930,Apartment,Ground floor,365400,2,89,0,0,0,1,13,1,,0,New,Flemish-Brabant,4105.617978,Flanders,Zaventem
VBC44983,,1930,Apartment,Ground floor,329000,2,86,0,0,0,1,12,1,,0,New,Flemish-Brabant,3825.581395,Flanders,Zaventem
VBC44993,,1930,House,Residence,543900,3,155,0,0,0,1,23,1,2,0,New,Flemish-Brabant,3509.032258,Flanders,Zaventem
VBC44992,,1930,House,Residence,582800,3,160,0,0,0,1,24,1,3,0,New,Flemish-Brabant,3642.5,Flanders,Zaventem
VBC44994,,1930,House,Residence,616400,3,160,0,0,0,1,24,1,3,0,New,Flemish-Brabant,3852.5,Flanders,Zaventem
RBU55858,Louis Gunsstraat 15A,3090,House,Residence,718000,4,190,0,0,0,1,,1,3,0,New,Flemish-Brabant,3778.947368,Flanders,Overijse
RBU55746,Audenhovenlaan 37 A,3190,House,Residence,645000,6,259,0,0,0,1,,1,4,0,,Flemish-Brabant,2490.34749,Flanders,Boortmeerbeek
VBD36495,,1640,House,Residence,1650000,5,337,1,0,0,1,,1,4,1,Normal,Flemish-Brabant,4896.142433,Flanders,Sint-Genesius-Rode
RBU55671,Nieuwenbos 45,1702,House,Residence,499000,4,174,1,0,0,1,,1,3,0,Normal,Flemish-Brabant,2867.816092,Flanders,Dilbeek
RBU55679,Félix Wittouckstraat 41 41,1600,House,Residence,279000,2,134,1,0,0,1,15,1,2,0,To renovate,Flemish-Brabant,2082.089552,Flanders,Sint-Pieters-Leeuw
VBD43119,Arthur Dezangrelaan 33 9,1950,Apartment,Apartment,329000,2,95,1,0,0,1,10,0,2,0,Normal,Flemish-Brabant,3463.157895,Flanders,Kraainem
RBU55736,Vroonwegel 9,1880,House,Residence,399000,3,298,0,0,0,0,,1,4,0,To be renovated,Flemish-Brabant,1338.926174,Flanders,Kapelle-op-den-Bos
RBU55534,Hendrik Consciencestraat 28 0201,3000,Apartment,Apartment,450000,2,74,0,0,0,1,,0,,0,,Flemish-Brabant,6081.081081,Flanders,Leuven
VBD43453,Rue Kale 5,1970,House,Residence,725000,4,185,1,0,0,1,,1,4,0,To be renovated,Flemish-Brabant,3918.918919,Flanders,Wezembeek-Oppem
RBU55839,,1731,House,Residence,399000,4,251,0,0,0,1,50,0,2,0,Normal,Flemish-Brabant,1589.641434,Flanders,Asse
VBD43147,CHAUSSEE DE WATERLOO 82,1640,House,Residence,825000,5,320,0,0,1,0,,1,4,0,Normal,Flemish-Brabant,2578.125,Flanders,Sint-Genesius-Rode
RBU55672,Egaartbaan 29,1740,House,Residence,498000,5,389,1,0,0,1,,1,4,0,To renovate,Flemish-Brabant,1280.205656,Flanders,Ternat
RBU47186,Rensbergstraat 9,1570,House,Villa,359000,3,206,0,0,0,1,,1,4,0,To be renovated,Flemish-Brabant,1742.718447,Flanders,Galmaarden
RBU55545,Steenweg Asse 39,1540,House,Residence,379000,3,270,1,0,0,1,,1,3,0,To renovate,Flemish-Brabant,1403.703704,Flanders,Herne
RBU55548,Ternatsestraat. 161,1790,House,Residence,619000,6,222,0,0,0,1,40,1,4,0,Normal,Flemish-Brabant,2788.288288,Flanders,Affligem
RBU55586,Ganzemanstraat 24,3040,House,Residence,275000,3,120,1,0,0,1,25,0,3,0,To renovate,Flemish-Brabant,2291.666667,Flanders,Huldenberg
VBD43451,Avenue Lauriers Cerises 3,1950,House,Residence,1195000,4,230,1,0,0,1,,1,4,0,Normal,Flemish-Brabant,5195.652174,Flanders,Kraainem
RBU38671,Fazantenlaan 105,1742,House,Residence,449000,3,154,0,0,0,1,60,1,3,0,Excellent,Flemish-Brabant,2915.584416,Flanders,Ternat
RBN99791,Steenokkerzeelstraat 8,1930,Apartment,Apartment,325000,2,107,0,0,0,1,6,0,2,0,New,Flemish-Brabant,3037.383178,Flanders,Zaventem
RBU16837,Nossegemstraat 12,1930,House,Residence,370000,3,237,0,0,0,1,,1,,0,To renovate,Flemish-Brabant,1561.181435,Flanders,Zaventem
RBU50148,Meersstraat 44,1740,House,Residence,520000,3,198,1,0,0,1,,1,4,0,Normal,Flemish-Brabant,2626.262626,Flanders,Ternat
RBU60189,J.F. Kennedyplein 2 B 021,1930,Apartment,Apartment,399000,3,148,0,0,0,1,11,0,,0,Fully renovated,Flemish-Brabant,2695.945946,Flanders,Zaventem
RBT97240,Deblockstraat 3,1830,House,Residence,299000,2,90,0,0,0,1,,1,,0,To renovate,Flemish-Brabant,3322.222222,Flanders,Machelen
RBU03685,Vosholenweg 12,1600,House,Villa,915000,5,449,1,0,0,1,,1,4,0,Excellent,Flemish-Brabant,2037.861915,Flanders,Sint-Pieters-Leeuw
VWD13883,,3090,House,Villa,895000,5,220,1,0,1,1,,1,4,0,Normal,Flemish-Brabant,4068.181818,Flanders,Overijse
VBD42897,Avenue des Roses 29,1640,House,Villa,645000,3,136,1,0,0,1,12,1,4,0,Normal,Flemish-Brabant,4742.647059,Flanders,Sint-Genesius-Rode
RWC37379,Baptist de Donderstraat,1860,Apartment,Ground floor,525672,3,136,1,0,0,1,23,1,,0,,Flemish-Brabant,3865.235294,Flanders,Meise
RBU49301,Kwinkeleer 8,1760,House,Residence,465000,2,120,1,0,0,1,44,1,4,0,Normal,Flemish-Brabant,3875,Flanders,Roosdaal
VWD13101,,1930,House,Residence,349000,2,116,1,0,0,1,6,0,2,0,Excellent,Flemish-Brabant,3008.62069,Flanders,Zaventem
RBU60187,Financialaan 23,3090,House,Residence,680000,6,235,0,0,0,0,,1,,0,Fully renovated,Flemish-Brabant,2893.617021,Flanders,Overijse
RBU07792,Oude Putsebaan 29,3140,House,Villa,390000,4,235,0,0,0,1,,1,4,0,To be renovated,Flemish-Brabant,1659.574468,Flanders,Keerbergen
RBU41918,Vaartstraat 22 103,3000,Apartment,Apartment,499000,3,122,0,0,0,1,10,0,2,0,,Flemish-Brabant,4090.163934,Flanders,Leuven
RBU28558,Ternatstraat 45,1740,House,Residence,249000,3,170,0,0,0,0,,1,2,0,To be renovated,Flemish-Brabant,1464.705882,Flanders,Ternat
VBD42808,,1630,House,Residence,649000,4,160,0,0,0,1,15,1,2,0,Excellent,Flemish-Brabant,4056.25,Flanders,Linkebeek
RBU55504,Stationsstraat 212,3150,House,Residence,595000,5,328,1,0,0,1,,1,4,0,Excellent,Flemish-Brabant,1814.02439,Flanders,Haacht
VWD14907,Lokaertlaan 49,3080,House,Villa,795000,5,279,1,0,0,1,,1,4,0,Normal,Flemish-Brabant,2849.462366,Flanders,Tervuren
RBU59660,Bodegemstraat 202,1700,House,Residence,249000,1,188,0,0,0,0,,1,,0,To renovate,Flemish-Brabant,1324.468085,Flanders,Dilbeek
RBU60045,Henry Vande Veldelaan 4,3080,House,Villa,1350000,8,347,0,0,0,1,,1,,0,Normal,Flemish-Brabant,3890.489914,Flanders,Tervuren
RBU59379,David Teniersstraat 175,1800,House,Residence,359000,3,150,0,0,0,0,,1,,0,To renovate,Flemish-Brabant,2393.333333,Flanders,Vilvoorde
RBU48089,Carré Wittouck 36,1600,House,Residence,350000,3,143,0,0,0,0,,1,2,0,,Flemish-Brabant,2447.552448,Flanders,Sint-Pieters-Leeuw
VBD45004,,1640,House,Villa,900000,5,275,0,0,0,1,37,1,,0,,Flemish-Brabant,3272.727273,Flanders,Sint-Genesius-Rode
RBU33111,Lindeveldstraat 30,1930,House,Residence,455000,3,160,0,0,0,1,,1,,0,Normal,Flemish-Brabant,2843.75,Flanders,Zaventem
RBU59378,Amazonenlaan 63,1800,House,Residence,425000,3,221,0,0,0,0,,1,,0,Normal,Flemish-Brabant,1923.076923,Flanders,Vilvoorde
RBU58824,Wezelbaan 43A,3290,House,Residence,550000,3,275,0,0,0,0,,1,3,0,Normal,Flemish-Brabant,2000,Flanders,Diest
RBU60150,Jérôme Ameysstraat 46,1600,House,Residence,395000,3,207,0,0,0,1,,1,2,0,,Flemish-Brabant,1908.21256,Flanders,Sint-Pieters-Leeuw
VBD44624,,1640,Apartment,Duplex,299000,2,92,0,0,0,1,18,1,2,0,Excellent,Flemish-Brabant,3250,Flanders,Sint-Genesius-Rode
RBU42657,Stationsstraat 44,1570,House,Residence,295000,5,168,0,0,0,1,,1,4,0,,Flemish-Brabant,1755.952381,Flanders,Galmaarden
RBU58502,L. Devillersstraat 5 402,1654,Apartment,Apartment,160000,1,54,0,0,0,0,,0,,0,,Flemish-Brabant,2962.962963,Flanders,Beersel
RBU59320,Maesdellelaan 12,3080,House,Residence,630000,4,223,0,0,0,0,,1,4,0,,Flemish-Brabant,2825.112108,Flanders,Tervuren
RBU58917,Gendarmeriestraat 2,1800,Apartment,Apartment,264000,1,70,0,0,0,1,12,0,,0,,Flemish-Brabant,3771.428571,Flanders,Vilvoorde
RBU59414,Beertsestraat 14,1500,House,Residence,279000,3,130,0,0,0,1,,1,2,0,,Flemish-Brabant,2146.153846,Flanders,Halle
RBU58983,Thérèse Merckx-erf 9,1500,House,Residence,565000,3,172,0,0,0,0,,0,3,0,,Flemish-Brabant,3284.883721,Flanders,Halle
RBU58986,Professor Frans Heymansstraat 3,1755,House,Residence,298000,4,210,1,0,0,1,15,1,3,0,To be renovated,Flemish-Brabant,1419.047619,Flanders,Gooik
RWC40760,Zandstraat 34,3350,House,Residence,395000,2,176,0,0,0,1,45,1,3,0,Excellent,Flemish-Brabant,2244.318182,Flanders,Linter
RBU57614,Rijmelgem 10 024,1932,Apartment,Apartment,275000,2,73,0,0,0,1,2,0,,0,Normal,Flemish-Brabant,3767.123288,Flanders,Zaventem
RBU51210,Schermershoek 31,1730,House,Residence,198000,2,153,0,0,0,1,15,1,2,0,To be renovated,Flemish-Brabant,1294.117647,Flanders,Asse
RBU56040,Oudstrijdersstraat 106,1880,House,Residence,495000,4,286,0,0,0,1,,1,3,0,Normal,Flemish-Brabant,1730.769231,Flanders,Kapelle-op-den-Bos
RBU55943,Park Tremeland 50,3120,House,Residence,835000,5,379,0,0,0,1,,1,4,0,,Flemish-Brabant,2203.166227,Flanders,Tremelo
VBD43437,Lostraat 5,1830,House,Residence,349000,3,150,1,0,0,1,40,1,2,0,Normal,Flemish-Brabant,2326.666667,Flanders,Machelen
RBU56384,Wolvertemsesteenweg 24 2.2,1785,Apartment,Apartment,229000,1,57,0,0,0,1,,0,2,0,Normal,Flemish-Brabant,4017.54386,Flanders,Merchtem
RBU56383,Wolvertemsesteenweg 24 1.2,1785,Apartment,Apartment,239000,1,57,0,0,0,1,,0,2,0,Normal,Flemish-Brabant,4192.982456,Flanders,Merchtem
RBU56142,Neerlintersesteenweg 119,3471,House,Residence,375000,2,165,0,0,0,0,,1,,0,Fully renovated,Flemish-Brabant,2272.727273,Flanders,Kortenaken
RBU56054,Balkweg 12,1981,House,Residence,299000,3,168,0,0,0,1,15,1,,0,To be renovated,Flemish-Brabant,1779.761905,Flanders,Zemst
RBU17163,Dr. E. De Croesstraat 5,1740,House,Residence,299000,3,103,0,0,0,0,,1,3,0,To be renovated,Flemish-Brabant,2902.912621,Flanders,Ternat
VBD44345,Avenue des Erables 48,1640,House,Residence,1890000,4,460,0,0,0,1,120,1,4,1,Normal,Flemish-Brabant,4108.695652,Flanders,Sint-Genesius-Rode
VBD43888,Val du Prince 12,1950,House,Residence,1650000,4,254,1,0,0,1,50,1,4,0,Excellent,Flemish-Brabant,6496.062992,Flanders,Kraainem
RBU56101,Baalsesteenweg 37,3130,House,Master house,295000,4,304,0,0,0,1,,1,3,0,To be renovated,Flemish-Brabant,970.3947368,Flanders,Begijnendijk
RBT43719,Maria Dallaan 19,1930,House,Villa,595000,3,325,0,0,0,0,,1,,0,Normal,Flemish-Brabant,1830.769231,Flanders,Zaventem
RBU56339,Willem van Oranjehof 22,1933,House,Villa,1049000,5,372,0,0,0,1,,1,,0,Normal,Flemish-Brabant,2819.892473,Flanders,Zaventem
RBU55900,Koninginnelaan 74,3090,House,Residence,450000,3,230,0,0,0,1,30,1,4,0,To be renovated,Flemish-Brabant,1956.521739,Flanders,Overijse
RBU56977,IJzerenmolenstraat 120,3001,House,Residence,695000,3,247,0,0,0,1,25,1,,0,Normal,Flemish-Brabant,2813.765182,Flanders,Leuven
RBU56331,Vandenschrieckstraat 153,1500,House,Residence,355000,2,156,0,0,0,1,,1,,0,To renovate,Flemish-Brabant,2275.641026,Flanders,Halle
RBU55418,Hendrik van de Venstraat 5,1880,House,Residence,475000,3,250,0,0,0,0,,0,,0,Normal,Flemish-Brabant,1900,Flanders,Kapelle-op-den-Bos
VBD42633,,1640,House,Villa,1750000,4,361,0,0,0,1,,1,4,1,To be renovated,Flemish-Brabant,4847.645429,Flanders,Sint-Genesius-Rode
RBU52475,Nieuwstraat 117,1640,House,Residence,249000,2,98,0,0,0,0,,1,,0,To be renovated,Flemish-Brabant,2540.816327,Flanders,Sint-Genesius-Rode
VBD42617,,1600,House,Mixed building,885000,5,285,1,0,0,1,50,1,4,0,Normal,Flemish-Brabant,3105.263158,Flanders,Sint-Pieters-Leeuw
VBD43118,Avenue Arthur Dezangré 35 4,1950,Apartment,Apartment,324000,2,88,1,0,0,1,6,0,3,0,To be renovated,Flemish-Brabant,3681.818182,Flanders,Kraainem
VBD25765,Roger de Grimberghestraat 60,1800,House,Residence,359000,4,425,0,0,0,1,20,0,2,0,Normal,Flemish-Brabant,844.7058824,Flanders,Vilvoorde
VBD42616,,1600,House,Residence,885000,5,285,1,0,0,1,50,1,4,0,Normal,Flemish-Brabant,3105.263158,Flanders,Sint-Pieters-Leeuw
RBU55481,Kaudenaardedreef 12,1700,House,Villa,469000,4,170,0,0,0,1,31,1,4,0,Normal,Flemish-Brabant,2758.823529,Flanders,Dilbeek
VBD42635,Impegemstraat 8,1770,House,Villa,425000,3,207,1,0,0,1,,1,3,1,Normal,Flemish-Brabant,2053.140097,Flanders,Liedekerke
RBU52481,Ninoofsesteenweg 213A,1700,Apartment,Apartment,315000,3,114,0,0,0,0,,0,,0,Normal,Flemish-Brabant,2763.157895,Flanders,Dilbeek
RBU52476,IJskelderlaan 14,3090,House,Residence,495000,2,224,0,0,0,1,,1,,0,Normal,Flemish-Brabant,2209.821429,Flanders,Overijse
RBU55380,Heuvelstraat 156,3390,House,Residence,425000,4,252,0,0,0,1,36,1,,0,Normal,Flemish-Brabant,1686.507937,Flanders,Tielt-Winge
RBU52477,Marktplein 20,1703,House,Residence,320000,3,183,0,0,0,0,,1,,0,To be renovated,Flemish-Brabant,1748.63388,Flanders,Dilbeek
RBU55498,Koning Boudewijnlaan 20 31,1500,Apartment,Duplex,450000,2,205,0,0,0,1,,0,,0,,Flemish-Brabant,2195.121951,Flanders,Halle
RBU52479,Breughelpark 3 49,1731,Apartment,Apartment,245000,2,83,0,0,0,1,6,0,,0,Fully renovated,Flemish-Brabant,2951.807229,Flanders,Asse
RBU55382,Wijgmaalsesteenweg 260,3020,House,Residence,325000,2,128,0,0,0,1,,1,2,0,Normal,Flemish-Brabant,2539.0625,Flanders,Herent
RBU55449,Kasteelstraat 57,1560,House,Residence,320000,3,153,0,0,0,1,10,0,4,0,Normal,Flemish-Brabant,2091.503268,Flanders,Hoeilaart
RBU55506,Tiendeschuurstraat 29,1980,House,Residence,495000,3,185,0,0,0,1,,1,3,0,,Flemish-Brabant,2675.675676,Flanders,Zemst
RBU55848,Tuchthuisstraat 54,1800,House,Residence,410000,3,166,0,0,0,1,,1,,0,Normal,Flemish-Brabant,2469.879518,Flanders,Vilvoorde
RBU52416,Kruiskensheide 25,1502,House,Residence,295000,3,140,0,0,0,1,,1,,0,Normal,Flemish-Brabant,2107.142857,Flanders,Halle
RBU22917,Brusselsesteenweg 382,1730,House,Residence,549000,4,223,1,0,0,1,,1,3,0,Normal,Flemish-Brabant,2461.883408,Flanders,Asse
VBD42562,,1850,House,Residence,420000,3,174,1,0,0,1,20,1,2,0,To renovate,Flemish-Brabant,2413.793103,Flanders,Grimbergen
VBD42479,,1560,House,Residence,1950000,13,950,1,0,0,1,,1,4,1,Normal,Flemish-Brabant,2052.631579,Flanders,Hoeilaart
RBU52400,Molenbeekstraat 16,1650,House,Villa,650000,4,191,0,0,0,1,,1,4,0,,Flemish-Brabant,3403.141361,Flanders,Beersel
RBU52419,,1640,House,Villa,840000,6,410,1,0,0,1,,1,4,1,To renovate,Flemish-Brabant,2048.780488,Flanders,Sint-Genesius-Rode
RBU52300,Melkstraat 4,1500,House,Residence,425000,,317,0,0,0,0,,0,2,0,,Flemish-Brabant,1340.694006,Flanders,Halle
VBD42477,,1970,House,Villa,1495000,6,385,1,0,0,1,50,1,4,1,To renovate,Flemish-Brabant,3883.116883,Flanders,Wezembeek-Oppem
RBU52399,Deken Michielsstraat 4,1500,House,Residence,329000,2,115,0,0,0,1,,1,2,0,,Flemish-Brabant,2860.869565,Flanders,Halle
VBD42476,,1950,House,Residence,1850000,7,513,1,0,0,1,30,1,4,0,Normal,Flemish-Brabant,3606.237817,Flanders,Kraainem
RBU52469,Blijde Inkomststraat 9,1830,House,Residence,260000,2,91,0,0,0,0,,1,2,0,,Flemish-Brabant,2857.142857,Flanders,Machelen
RBU52340,Dressaertlaan 57,1850,House,Residence,525000,4,209,0,0,0,1,,1,,0,To be renovated,Flemish-Brabant,2511.961722,Flanders,Grimbergen
RBU52401,Molenbeekstraat 16,1653,House,Villa,650000,4,191,0,0,0,1,,1,4,0,,Flemish-Brabant,3403.141361,Flanders,Beersel
VBD42487,,1640,Apartment,Apartment,250000,2,97,0,0,0,1,11,0,3,0,Normal,Flemish-Brabant,2577.319588,Flanders,Sint-Genesius-Rode
VBD42478,,3080,House,Villa,1050000,5,410,1,0,0,1,30,1,4,0,To renovate,Flemish-Brabant,2560.97561,Flanders,Tervuren
VBD42547,Windmutslaan 4,1701,House,Villa,399000,3,120,1,0,0,1,25,1,4,0,To renovate,Flemish-Brabant,3325,Flanders,Dilbeek
RBU52310,Grote Baan 124,3150,House,Residence,320000,3,150,0,0,0,0,,1,4,0,,Flemish-Brabant,2133.333333,Flanders,Haacht
RBU52454,Jan Vanderstraetenstraat 115 3,1600,Apartment,Apartment,275000,2,84,0,0,0,0,,1,2,0,Excellent,Flemish-Brabant,3273.809524,Flanders,Sint-Pieters-Leeuw
RBU52474,Steenweg naar Eigenbrakel 13 03/04,1652,Apartment,Apartment,299000,2,100,0,0,0,1,,0,,0,To renovate,Flemish-Brabant,2990,Flanders,Beersel
RBU52137,Kalvarieberg 32,3090,House,Residence,695000,6,478,0,0,0,1,,1,,0,,Flemish-Brabant,1453.974895,Flanders,Overijse
RBU51815,Tramlaan 429,1933,House,Villa,695000,5,250,0,0,0,1,,1,,0,Normal,Flemish-Brabant,2780,Flanders,Zaventem
RBU52136,Baron August De Becker-Remyplein 67,3010,House,Residence,349000,4,120,0,0,0,0,,0,,0,To be renovated,Flemish-Brabant,2908.333333,Flanders,Leuven
RBU52122,Staatsbaan 40,3210,House,Residence,560000,3,156,0,0,0,1,,1,3,0,Excellent,Flemish-Brabant,3589.74359,Flanders,Lubbeek
RWC41017,Steenweg op Dendermonde 162,1745,House,Villa,545000,4,300,0,0,0,1,,1,4,0,Normal,Flemish-Brabant,1816.666667,Flanders,Opwijk
RBU52204,Koningslosesteenweg 64,1853,House,Residence,425000,3,180,0,0,0,1,8,1,2,0,,Flemish-Brabant,2361.111111,Flanders,Grimbergen
VBD24315,,1780,House,Residence,445000,3,175,0,0,0,1,20,1,2,0,,Flemish-Brabant,2542.857143,Flanders,Wemmel
RBU52123,Mechelsesteenweg 2011,3020,House,Residence,595000,3,181,0,0,0,1,,1,4,0,,Flemish-Brabant,3287.292818,Flanders,Herent
VBD42176,Rue des Iris 30,1640,House,Residence,545000,2,150,0,0,0,1,25,1,3,0,,Flemish-Brabant,3633.333333,Flanders,Sint-Genesius-Rode
RBU52128,Torenstraat 74,3384,House,Villa,419904,3,136,0,0,0,1,,1,3,0,New,Flemish-Brabant,3087.529412,Flanders,Glabbeek
RBU52241,Hogerheistraat 122,1880,House,Residence,425000,3,125,0,0,0,1,,1,4,0,To be renovated,Flemish-Brabant,3400,Flanders,Kapelle-op-den-Bos
